movieId,title,genres,tmdbId,image_url,year
20,Money Train ,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",11517,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,1995
21,Get Shorty ,"['Comedy', 'Crime', 'Thriller']",8012,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,1995
22,Copycat ,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",1710,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sch1NNy1q6O50qaUG0MqoU8z9GD.jpg,1995
23,Assassins ,"['Action', 'Crime', 'Thriller']",9691,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,1995
24,Powder ,"['Drama', 'Sci-Fi']",12665,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kImKATjY4EsK5MDgrmpJdGbQEbq.jpg,1995
25,Leaving Las Vegas ,"['Drama', 'Romance']",451,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nqc2LaUWB4ePf6IqpJ6D8apBDvn.jpg,1995
26,Othello ,['Drama'],16420,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nNP3FDHUIyztw5eq5AejZKzqXbz.jpg,1995
27,Now and Then ,"['Children', 'Drama']",9263,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5nkAaadxFzzYfFyN3Q5j4VZKRsA.jpg,1995
28,Persuasion ,"['Drama', 'Romance']",17015,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tYOFCtgLb4hfuwhXKBWwAobWhwS.jpg,1995
29,"The City of Lost Children (Cité des enfants perdus, La) ","['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",902,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,1995
30,Shanghai Triad (Yao a yao yao dao waipo qiao) ,"['Crime', 'Drama']",37557,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,1995
31,Dangerous Minds ,['Drama'],9909,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,1995
32,Twelve Monkeys (a.k.a. 12 Monkeys) ,"['Mystery', 'Sci-Fi', 'Thriller']",63,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fCZnJSARoTbLefr9ThwWBSkJ7oR.jpg,1995
34,Babe ,"['Children', 'Drama']",9598,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,1995
36,Dead Man Walking ,"['Crime', 'Drama']",687,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wQmmJi5ypfHH2boXrQBmsep7qb2.jpg,1995
38,It Takes Two ,"['Children', 'Comedy']",33689,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sdes5TrRbymELYLG85YIxmFb1OP.jpg,1995
39,Clueless ,"['Comedy', 'Romance']",9603,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/71RW4lkES2Dt7vSLSXvekGYNskG.jpg,1995
40,"Cry, the Beloved Country ",['Drama'],34615,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kGPsBswFOCjiGzXq4OZwzEAAODa.jpg,1995
41,Richard III ,"['Drama', 'War']",31174,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,1995
42,Dead Presidents ,"['Action', 'Crime', 'Drama']",11443,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg,1995
43,Restoration ,['Drama'],35196,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,1995
44,Mortal Kombat ,"['Action', 'Adventure', 'Fantasy']",9312,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,1995
45,To Die For ,"['Comedy', 'Drama', 'Thriller']",577,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aedhsShrlJVhLlwhtlmFJgR4Szs.jpg,1995
46,How to Make an American Quilt ,"['Drama', 'Romance']",11861,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vwYRaERccwXWCYrTzeWRZRarJOo.jpg,1995
47,Seven (a.k.a. Se7en) ,"['Mystery', 'Thriller']",807,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/69Sns8WoET6CfaYlIkHbla4l7nC.jpg,1995
48,Pocahontas ,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",10530,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,1995
49,When Night Is Falling ,"['Drama', 'Romance']",8391,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg,1995
50,The Usual Suspects ,"['Crime', 'Mystery', 'Thriller']",629,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,1995
52,Mighty Aphrodite ,"['Comedy', 'Drama', 'Romance']",11448,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cm0oPKizOQlsXpGYvrHvpELfxdi.jpg,1995
53,Lamerica ,"['Adventure', 'Drama']",49133,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,1994
54,The Big Green ,"['Children', 'Comedy']",26441,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,1995
55,Georgia ,['Drama'],97406,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,1995
57,Home for the Holidays ,['Drama'],9089,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/a8MslR6deQQVe8JR542XDSwHiPB.jpg,1995
58,"The Postman (Postino, Il) ","['Comedy', 'Drama', 'Romance']",11010,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,1994
60,The Indian in the Cupboard ,"['Adventure', 'Children', 'Fantasy']",11359,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,1995
61,Eye for an Eye ,"['Drama', 'Thriller']",17182,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,1996
62,Mr. Holland's Opus ,['Drama'],2054,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,1995
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,"['Comedy', 'Crime']",10607,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,1996
64,Two if by Sea ,"['Comedy', 'Romance']",19760,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,1996
65,Bio-Dome ,['Comedy'],9536,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,1996
66,Lawnmower Man 2: Beyond Cyberspace ,"['Action', 'Sci-Fi', 'Thriller']",11525,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,1996
68,French Twist (Gazon maudit) ,"['Comedy', 'Romance']",4482,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,1995
69,Friday ,['Comedy'],10634,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2lReF53F8trkC68piGSfk0JVwWU.jpg,1995
70,From Dusk Till Dawn ,"['Action', 'Comedy', 'Horror', 'Thriller']",755,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,1996
71,Fair Game ,['Action'],11859,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,1995
72,Kicking and Screaming ,"['Comedy', 'Drama']",28387,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/186brkmaBmopqcM0dPs71tj9BfM.jpg,1995
73,"Misérables, Les ","['Drama', 'War']",48750,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg,1995
74,Bed of Roses ,"['Drama', 'Romance']",20927,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nLRio5v1QHW0Dw4VLmMhC1FZEJc.jpg,1996
75,Big Bully ,"['Comedy', 'Drama']",36929,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,1996
76,Screamers ,"['Action', 'Sci-Fi', 'Thriller']",9102,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oDGJGbzBkNXhCZfZMR6gjtKkKkI.jpg,1995
77,Nico Icon ,['Documentary'],124626,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4qO219U8z1XeHLni800jCsbpSs0.jpg,1995
78,The Crossing Guard ,"['Action', 'Crime', 'Drama', 'Thriller']",27526,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,1995
79,The Juror ,"['Drama', 'Thriller']",9623,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg,1996
80,The White Balloon (Badkonake sefid) ,"['Children', 'Drama']",46785,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,1995
81,Things to Do in Denver When You're Dead ,"['Crime', 'Drama', 'Romance']",400,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oPp6Gbrasox66WyMvPS0k8OakQf.jpg,1995
82,Antonia's Line (Antonia) ,"['Comedy', 'Drama']",880,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,1995
83,Once Upon a Time... When We Were Colored ,"['Drama', 'Romance']",146599,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/45xucuNlia6vEPWYrYu2QlnwgpO.jpg,1995
85,Angels and Insects ,"['Drama', 'Romance']",8447,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,1995
86,White Squall ,"['Action', 'Adventure', 'Drama']",10534,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5xF4qy44Lvv68glS7eHWH7laTqt.jpg,1996
87,Dunston Checks In ,"['Children', 'Comedy']",17414,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,1996
88,Black Sheep ,['Comedy'],13997,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,1996
89,Nick of Time ,"['Action', 'Thriller']",2086,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,1995
92,Mary Reilly ,"['Drama', 'Horror', 'Thriller']",9095,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,1996
93,Vampire in Brooklyn ,"['Comedy', 'Horror', 'Romance']",12158,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg,1995
94,Beautiful Girls ,"['Comedy', 'Drama', 'Romance']",9283,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,1996
95,Broken Arrow ,"['Action', 'Adventure', 'Thriller']",9208,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg,1996
96,In the Bleak Midwinter ,"['Comedy', 'Drama']",40154,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cl5WtKNYL7porHGCroRTAKCGlTM.jpg,1995
97,"Hate (Haine, La) ","['Crime', 'Drama']",406,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bW4tXG8kZ89ZCurPnzDDSzJbeF5.jpg,1995
99,Heidi Fleiss: Hollywood Madam ,['Documentary'],63076,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,1995
100,City Hall ,"['Drama', 'Thriller']",11062,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/g6JjdkmdElHIoNVaEso0BmjRDQT.jpg,1996
101,Bottle Rocket ,"['Adventure', 'Comedy', 'Crime', 'Romance']",13685,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,1996
102,Mr. Wrong ,['Comedy'],47475,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,1996
103,Unforgettable ,"['Mystery', 'Sci-Fi', 'Thriller']",2045,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kYSNHF7ZJxiWFykmFCwdQfiQX8W.jpg,1996
104,Happy Gilmore ,['Comedy'],9614,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,1996
105,The Bridges of Madison County ,"['Drama', 'Romance']",688,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,1995
106,Nobody Loves Me (Keiner liebt mich) ,"['Comedy', 'Drama']",11907,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bIUC0c0cnIULgQrExGfoAZgKF5v.jpg,1994
107,Muppet Treasure Island ,"['Adventure', 'Children', 'Comedy', 'Musical']",10874,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg,1996
108,Catwalk ,['Documentary'],89333,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg,1996
110,Braveheart ,"['Action', 'Drama', 'War']",197,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/or1gBugydmjToAEq7OZY0owwFk.jpg,1995
111,Taxi Driver ,"['Crime', 'Drama', 'Thriller']",103,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976
112,Rumble in the Bronx (Hont faan kui) ,"['Action', 'Adventure', 'Comedy', 'Crime']",33542,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,1995
113,Before and After ,"['Drama', 'Mystery']",43566,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,1996
116,Anne Frank Remembered ,['Documentary'],51352,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,1995
117,The Young Poisoner's Handbook ,"['Crime', 'Drama']",16934,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg,1995
118,If Lucy Fell ,"['Comedy', 'Romance']",10324,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ig5LhLEnlt7QCyYjgui082fO4ih.jpg,1996
119,"Steal Big, Steal Little ",['Comedy'],78406,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg,1995
121,The Boys of St. Vincent ,['Drama'],32119,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3jVid7Zjte2iDTa9I3e4LrRoaD1.jpg,1992
122,Boomerang ,"['Comedy', 'Romance']",11066,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg,1992
123,Chungking Express (Chung Hing sam lam) ,"['Drama', 'Mystery', 'Romance']",11104,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,1994
125,Flirting With Disaster ,['Comedy'],2074,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg,1996
126,The NeverEnding Story III ,"['Adventure', 'Children', 'Fantasy']",27793,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,1994
128,Jupiter's Wife ,['Documentary'],290157,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/empty,1994
129,Pie in the Sky ,"['Comedy', 'Romance']",110972,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,1996
132,Jade ,['Thriller'],11863,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lPkDrz6e5DWkKailsx3mIjtq0GF.jpg,1995
135,Down Periscope ,['Comedy'],9101,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tYdGWz9oncuhqxn5eAK5CpjCiYo.jpg,1996
137,Man of the Year ,['Documentary'],5757,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg,1995
140,Up Close and Personal ,"['Drama', 'Romance']",9302,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,1996
141,The Birdcage ,['Comedy'],11000,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bEyK1K1EgWapeKgkcOLC1ejl9nj.jpg,1996
144,The Brothers McMullen ,['Comedy'],16388,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6oWsOJP0ed5gs8n2UywcailoxFN.jpg,1995
145,Bad Boys ,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",9737,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,1995
146,The Amazing Panda Adventure ,"['Adventure', 'Children']",30765,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,1995
147,The Basketball Diaries ,['Drama'],10474,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,1995
148,"Awfully Big Adventure, An ",['Drama'],22279,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,1995
149,Amateur ,"['Crime', 'Drama', 'Thriller']",30157,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/b9MEES9I2WNjEWULdKsqiHIGQlC.jpg,1994
150,Apollo 13 ,"['Adventure', 'Drama', 'IMAX']",568,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,1995
151,Rob Roy ,"['Action', 'Drama', 'Romance', 'War']",11780,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4QuypgbNYmPECAAHnV3QY8qEpOz.jpg,1995
152,The Addiction ,"['Drama', 'Horror']",34996,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg,1995
153,Batman Forever ,"['Action', 'Adventure', 'Comedy', 'Crime']",414,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/klm0mzHyOdYrLKXoRKD0ODCdvDG.jpg,1995
154,Beauty of the Day (Belle de jour) ,['Drama'],649,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,1967
155,Beyond Rangoon ,"['Adventure', 'Drama', 'War']",1873,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xTiy5kSP3Hetig7xB4E8INq5ron.jpg,1995
156,Blue in the Face ,"['Comedy', 'Drama']",5894,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yBFNJA95MNiasdNUPCU6otdtJE8.jpg,1995
157,Canadian Bacon ,"['Comedy', 'War']",1775,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg,1995
158,Casper ,"['Adventure', 'Children']",8839,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,1995
159,Clockers ,"['Crime', 'Drama', 'Mystery']",20649,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/c79uqLJleho2a7OQayfrW5Ypphf.jpg,1995
160,Congo ,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",10329,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/9mqMitlulCpsttWr2fVzXFlbPKm.jpg,1995
161,Crimson Tide ,"['Drama', 'Thriller', 'War']",8963,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,1995
162,Crumb ,['Documentary'],26564,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oJWGWzaYdYG4mkQK6sbus5Tenho.jpg,1994
163,Desperado ,"['Action', 'Romance', 'Western']",8068,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg,1995
164,Devil in a Blue Dress ,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",8512,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5lcJhwKGavLbPva17QkTBhLfqEk.jpg,1995
165,Die Hard: With a Vengeance ,"['Action', 'Crime', 'Thriller']",1572,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/amwo4CjYKynZ2yKvKMxoiRSsaE1.jpg,1995
166,The Doom Generation ,"['Comedy', 'Crime', 'Drama']",13552,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/mcISIatRSaP30WZQh1G4ZqLVWQA.jpg,1995
168,First Knight ,"['Action', 'Drama', 'Romance']",6520,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg,1995
169,Free Willy 2: The Adventure Home ,"['Adventure', 'Children', 'Drama']",9073,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg,1995
170,Hackers ,"['Action', 'Adventure', 'Crime', 'Thriller']",10428,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,1995
171,Jeffrey ,"['Comedy', 'Drama']",17447,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tHcKImp3QqG7UWdv3PzEHZX8oHT.jpg,1995
172,Johnny Mnemonic ,"['Action', 'Sci-Fi', 'Thriller']",9886,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,1995
173,Judge Dredd ,"['Action', 'Crime', 'Sci-Fi']",9482,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aja6BILb8Efe4eJksiPs5pHd5ai.jpg,1995
174,Jury Duty ,['Comedy'],19326,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg,1995
175,Kids ,['Drama'],9344,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg,1995
176,Living in Oblivion ,['Comedy'],9071,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/b54xDk98oWtEtAso9sj1wjaZDDH.jpg,1995
177,Lord of Illusions ,['Horror'],8973,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/miQREwapDUNwfInokjeVLt8BiNM.jpg,1995
