movieId,timestamp,userId,rating
1466,1999-12-14 12:11:32,4,3.75
1500,2000-07-26 14:47:10,4,3.75
1517,1999-12-13 10:09:50,4,3.75
1580,2001-04-10 20:40:44,4,2.5
1597,1999-12-13 10:11:46,4,0.0
1617,1999-12-13 10:10:37,4,1.25
1641,2000-07-26 14:45:58,4,3.75
1704,1999-12-19 18:43:35,4,0.0
1719,1999-12-13 10:12:36,4,3.75
1732,1999-12-13 10:11:29,4,3.75
1733,1999-12-13 09:59:03,4,5.0
1734,2000-07-25 15:35:57,4,2.5
1834,1999-12-14 12:22:14,4,5.0
1860,2001-04-09 20:43:21,4,1.25
1883,2000-07-26 14:44:02,4,3.75
1885,2000-07-26 14:43:37,4,2.5
1892,2000-07-25 15:37:11,4,1.25
1895,1999-12-19 18:46:19,4,3.75
1907,2000-07-25 15:55:05,4,2.5
1914,2000-07-26 14:45:14,4,3.75
1916,2001-04-10 20:33:06,4,0.0
1923,2001-04-10 20:34:30,4,2.5
1947,1999-12-13 10:07:33,4,5.0
1966,2000-07-26 14:44:44,4,1.25
1967,1999-12-13 09:56:07,4,5.0
1968,2001-04-10 20:33:06,4,3.75
2019,1999-12-13 09:51:30,4,1.25
2076,1999-12-13 09:57:32,4,3.75
2078,1999-12-13 10:05:21,4,5.0
2109,2001-04-10 20:36:56,4,3.75
2145,2001-04-10 20:42:08,4,2.5
2150,2001-04-10 20:32:18,4,5.0
2174,2000-07-25 15:44:15,4,5.0
2186,1999-12-14 12:20:08,4,5.0
2203,1999-12-13 10:08:49,4,3.75
2204,2000-07-25 15:46:48,4,5.0
2282,1999-12-19 18:47:18,4,0.0
2324,2000-07-26 14:43:10,4,0.0
2336,2000-07-25 15:29:24,4,1.25
2351,1999-12-13 09:47:47,4,3.75
2359,2000-07-26 14:43:10,4,3.75
2390,1999-12-13 09:59:24,4,5.0
2395,2000-07-26 14:55:06,4,2.5
2406,2001-04-10 20:41:42,4,3.75
2467,1999-12-13 10:10:58,4,3.75
2571,1999-12-14 12:09:45,4,0.0
2583,1999-12-13 09:54:23,4,5.0
2599,2000-07-26 14:44:44,4,5.0
2628,2001-04-09 20:41:34,4,0.0
2683,1999-12-13 10:09:50,4,3.75
2692,1999-12-13 09:56:53,4,5.0
2712,1999-12-13 09:49:02,4,1.25
2762,2000-07-25 15:46:26,4,3.75
2763,2000-07-28 10:03:41,4,0.0
2770,1999-12-14 12:12:33,4,1.25
2791,2000-07-25 15:40:28,4,5.0
2843,1999-12-13 09:53:34,4,5.0
2858,2000-07-25 15:32:20,4,5.0
2874,2001-04-10 20:36:56,4,3.75
2921,1999-12-13 09:51:48,4,3.75
2926,2001-04-10 20:34:30,4,5.0
2959,1999-12-13 09:48:48,4,1.25
2973,1999-12-13 09:55:46,4,1.25
2997,2001-04-09 20:36:50,4,3.75
3033,2001-04-10 20:56:40,4,3.75
3044,1999-12-13 10:12:00,4,5.0
3060,2001-04-10 20:34:44,4,3.75
3079,2000-07-28 09:56:37,4,2.5
3083,2000-07-26 14:41:27,4,5.0
3160,2000-07-25 15:32:01,4,3.75
3175,2000-07-25 15:28:50,4,0.0
3176,2000-07-25 15:42:51,4,3.75
3204,2000-07-25 15:43:48,4,3.75
3255,2000-07-26 14:55:06,4,3.75
3317,2001-04-10 20:28:18,4,3.75
3358,2000-07-26 14:45:58,4,2.5
3365,2000-07-25 15:18:49,4,5.0
3386,2000-07-25 15:36:35,4,3.75
3408,2001-04-09 20:47:18,4,3.75
3481,2000-07-25 15:17:23,4,1.25
3489,2001-04-09 20:41:48,4,0.0
3508,2000-07-25 15:19:11,4,5.0
3538,2001-04-09 20:46:52,4,1.25
3591,2001-04-10 20:39:59,4,0.0
3788,2000-07-25 15:31:25,4,2.5
3809,2001-04-10 20:56:47,4,2.5
3851,2001-04-09 20:46:20,4,5.0
3897,2001-04-10 20:27:45,4,3.75
3911,2001-04-09 20:45:49,4,2.5
3967,2001-04-09 20:46:04,4,3.75
3996,2001-04-09 20:45:30,4,3.75
4002,2001-04-10 20:33:39,4,2.5
4014,2001-04-09 20:47:34,4,0.0
4020,2001-04-09 20:40:56,4,2.5
4021,2001-04-09 20:46:20,4,3.75
4027,2001-04-09 20:46:41,4,2.5
4029,2001-04-09 20:47:06,4,2.5
4033,2001-04-09 20:45:49,4,3.75
4034,2001-04-09 20:39:13,4,5.0
4074,2001-04-09 20:37:45,4,2.5
4121,2001-04-10 20:35:01,4,3.75
4144,2001-04-09 20:38:05,4,2.5
4166,2001-04-09 20:38:20,4,2.5
4226,2001-12-05 16:23:44,4,1.25
4239,2001-04-09 20:38:05,4,5.0
4246,2001-12-05 17:49:02,4,3.75
4252,2001-12-05 16:24:25,4,2.5
4260,2001-12-05 16:23:44,4,1.25
4273,2001-12-05 17:47:50,4,3.75
4308,2001-12-05 16:24:25,4,0.0
4347,2001-12-05 16:26:26,4,3.75
4381,2001-12-05 17:48:29,4,2.5
4641,2001-12-05 16:26:26,4,0.0
4741,2001-12-05 17:48:52,4,2.5
4765,2001-12-05 16:24:05,4,5.0
4881,2001-12-05 16:24:05,4,2.5
4896,2001-12-05 17:48:52,4,3.75
4902,2001-12-05 16:24:25,4,3.75
4967,2001-12-05 16:23:44,4,5.0
1,1996-11-08 06:36:02,5,3.75
21,1996-11-08 06:40:38,5,3.75
34,1996-11-08 06:34:41,5,3.75
36,1996-11-08 06:41:32,5,3.75
39,1996-11-08 06:36:01,5,2.5
50,1996-11-08 06:34:41,5,3.75
58,1996-11-08 06:40:38,5,5.0
110,1996-11-08 06:34:40,5,3.75
150,1996-11-08 06:32:28,5,2.5
153,1996-11-08 06:33:22,5,2.5
232,1996-11-08 06:41:32,5,3.75
247,1996-11-08 06:42:17,5,5.0
253,1996-11-08 06:41:32,5,2.5
261,1996-11-08 06:40:38,5,3.75
265,1996-11-08 06:38:49,5,2.5
266,1996-11-08 06:41:51,5,0.0
290,1996-11-08 06:41:51,5,5.0
296,1996-11-08 06:32:28,5,5.0
300,1996-11-08 06:42:17,5,2.5
316,1996-11-08 06:33:52,5,1.25
318,1996-11-08 06:34:40,5,2.5
344,1996-11-08 06:33:22,5,2.5
349,1996-11-08 06:33:52,5,2.5
357,1996-11-08 06:40:38,5,1.25
364,1996-11-08 06:34:42,5,2.5
367,1996-11-08 06:38:49,5,3.75
380,1996-11-08 06:32:28,5,1.25
410,1996-11-08 06:41:32,5,2.5
457,1996-11-08 06:33:21,5,3.75
474,1996-11-08 06:42:17,5,3.75
475,1996-11-08 06:41:51,5,5.0
515,1996-11-08 06:38:49,5,2.5
527,1996-11-08 06:36:00,5,5.0
531,1996-11-08 06:40:58,5,3.75
534,1996-11-08 06:41:51,5,2.5
588,1996-11-08 06:33:21,5,3.75
589,1996-11-08 06:40:58,5,2.5
590,1996-11-08 06:32:27,5,5.0
592,1996-11-08 06:32:27,5,2.5
594,1996-11-08 06:40:38,5,5.0
595,1996-11-08 06:33:52,5,5.0
596,1996-11-08 06:41:32,5,5.0
597,1996-11-08 06:36:02,5,2.5
608,1996-11-08 06:40:58,5,2.5
2,1996-10-17 11:58:42,6,3.75
3,1996-10-17 12:11:36,6,5.0
4,1996-10-17 12:12:29,6,2.5
5,1996-10-17 12:05:38,6,5.0
6,1996-10-17 12:02:37,6,3.75
7,1996-10-17 12:11:04,6,3.75
8,1996-10-17 12:28:01,6,2.5
10,1996-10-17 11:54:13,6,2.5
11,1996-10-17 11:58:09,6,3.75
13,1996-10-17 12:33:08,6,2.5
15,1996-10-17 12:15:05,6,3.75
16,1996-10-17 12:03:39,6,3.75
17,1996-10-17 11:59:19,6,3.75
19,1996-10-17 11:56:22,6,1.25
21,1996-10-17 11:56:22,6,1.25
22,1996-10-17 12:04:35,6,5.0
24,1996-10-17 12:13:17,6,3.75
25,1996-10-17 12:01:35,6,2.5
26,1996-10-17 12:29:22,6,3.75
27,1996-10-17 12:30:02,6,2.5
31,1996-10-17 12:03:39,6,2.5
32,1996-10-17 11:57:06,6,3.75
34,1996-10-17 11:55:54,6,3.75
36,1996-10-17 12:02:06,6,5.0
41,1996-10-17 12:22:42,6,3.75
43,1996-10-17 12:33:27,6,3.75
45,1996-10-17 12:05:07,6,2.5
46,1996-10-17 12:15:51,6,3.75
47,1996-10-17 11:55:17,6,3.75
50,1996-10-17 11:56:21,6,0.0
54,1996-10-17 12:30:02,6,3.75
60,1996-10-17 12:11:03,6,3.75
61,1996-10-17 12:30:54,6,3.75
62,1996-10-17 12:01:00,6,3.75
65,1996-10-17 12:24:30,6,2.5
66,1996-10-17 12:25:51,6,2.5
76,1996-10-17 12:28:37,6,3.75
79,1996-10-17 12:21:47,6,2.5
86,1996-10-17 12:42:11,6,5.0
87,1996-10-17 12:28:20,6,2.5
88,1996-10-17 12:34:54,6,1.25
89,1996-10-17 12:25:24,6,3.75
92,1996-10-17 12:30:54,6,3.75
93,1996-10-17 12:16:24,6,3.75
95,1996-10-17 11:59:19,6,3.75
100,1996-10-17 12:25:51,6,2.5
102,1996-10-17 12:30:36,6,0.0
104,1996-10-17 12:12:29,6,3.75
105,1996-10-17 12:02:37,6,2.5
110,1996-10-17 11:54:43,6,5.0
112,1996-10-17 12:06:34,6,3.75
113,1996-10-17 12:44:17,6,2.5
126,1996-10-17 12:29:02,6,2.5
135,1996-10-17 12:23:07,6,2.5
140,1996-10-17 12:23:44,6,2.5
141,1996-10-17 11:59:46,6,3.75
145,1996-10-17 12:06:06,6,3.75
146,1996-10-17 12:33:27,6,3.75
150,1996-10-17 11:51:50,6,3.75
151,1996-10-17 11:59:46,6,3.75
153,1996-10-17 11:52:26,6,2.5
158,1996-10-17 12:01:00,6,3.75
159,1996-10-17 12:23:26,6,2.5
160,1996-10-17 11:57:37,6,5.0
161,1996-10-17 11:54:13,6,2.5
163,1996-10-17 12:05:07,6,2.5
165,1996-10-17 11:52:26,6,2.5
168,1996-10-17 12:01:35,6,5.0
170,1996-10-17 12:11:03,6,2.5
171,1996-10-17 12:30:02,6,2.5
174,1996-10-17 12:14:39,6,2.5
177,1996-10-17 12:22:11,6,2.5
179,1996-10-17 12:29:22,6,0.0
180,1996-10-17 12:23:26,6,1.25
181,1996-10-17 12:05:38,6,2.5
185,1996-10-17 11:54:43,6,2.5
186,1996-10-17 12:00:19,6,2.5
189,1996-10-17 12:44:01,6,2.5
